uid,pos_iid,neg_iid,pos_seq
634,36179,23355,"[769, 1692, 1841, 2060, 2926, 3929, 5315, 5577, 8139, 8992, 10228, 10473, 15849]"
1968,36182,35656,"[1683, 1854, 1974, 2329, 2623, 2690, 2816, 3493, 3875, 4282, 5000, 6720, 6753, 7045, 7047, 7872, 8638, 9089, 9479, 9784, 10235, 10352, 10473, 11263, 11705, 11712, 12236, 15084, 15225, 18250]"
3644,36184,32157,"[4, 76, 1178, 1316, 4890, 5109, 7659, 7814, 8330, 8465, 9172, 9610, 9681, 9901, 10193, 10521, 11063, 11258, 11664, 12429, 13586, 13756, 14530, 15407, 15857, 15937, 16075, 17330, 17592, 18061]"
3141,36190,31499,"[451, 1181, 1716, 3005, 3062, 4329, 5594, 5857, 6320, 7732, 8088, 8361, 8380, 9049, 9780, 10850, 12486, 14884, 15397, 16298, 18041]"
370,36193,34785,"[3866, 6509, 6720, 7951, 9570, 13813, 16580, 17136, 17447, 17775]"
2710,36193,22312,"[1121, 2931, 4007, 4219, 7192, 7951, 8195, 8869, 8870, 8876, 9264, 9508, 9721, 9871, 10267, 10628, 10685, 10780, 11516, 11522, 12604, 12677, 12976, 13053, 13477, 14348, 15076, 16580, 18059]"
2131,36193,39530,"[10, 36, 37, 41, 87, 402, 705, 722, 912, 926, 1231, 1459, 1939, 1961, 2441, 2445, 2667, 3203, 3897, 4069, 6135, 6404, 6460, 6548, 6754, 6875, 9656, 16580]"
2478,36194,35709,"[1064, 1697, 2754, 2761, 5902, 6780, 9939, 10938, 13074, 16034]"
3440,36194,36791,"[1738, 2669, 3243, 3434, 3643, 9068, 11104, 11418, 13572, 14104, 14505, 14512, 15593]"
28,36197,19575,"[291, 690, 2062, 4427, 4471, 5079, 5345, 6043, 9134, 12214, 13794]"
3171,36203,28569,"[2375, 3069, 3535, 5131, 5822, 6193, 7082, 9541, 10752, 13903, 16920]"
1717,36205,21146,"[851, 1061, 1077, 1298, 1749, 4780, 5500, 6640, 7137, 8495, 12577, 13373, 14029, 16967]"
130,36219,27746,"[285, 2370, 3084, 3637, 3795, 4781, 5599, 6360, 7109, 7875, 11197]"
2860,36230,30278,"[737, 864, 1044, 2168, 3105, 4453, 5970, 7102, 7216, 8702, 8930, 9508, 10144, 11377, 11917, 11991, 13184, 14970, 16683]"
578,36232,31146,"[328, 1677, 2693, 4350, 5006, 5038, 8221, 9134, 10436, 12014, 16510]"
102,36233,20396,"[1256, 1433, 2787, 7909, 9129, 9534, 9832, 11552, 12064, 14769, 15263]"
405,36249,39234,"[75, 423, 606, 746, 787, 1083, 1644, 2709, 2786, 3905, 5079, 5310, 9991, 10404, 10675, 12129, 13204, 16722, 17683, 17821, 17850, 18156, 18214, 18219, 18228, 18238, 18260, 18272, 18285, 18301, 18322, 18344, 18356]"
3272,36249,40327,"[366, 810, 866, 1024, 1027, 1974, 2937, 3923, 4336, 7175, 7337, 10006, 10799, 17567, 17775, 18079, 18162, 18308]"
2486,36250,19438,"[1758, 1858, 2424, 2942, 4352, 4632, 4929, 7360, 8535, 9846, 12602, 13447, 15663, 17518]"
2999,36250,23699,"[707, 730, 813, 1114, 1515, 1966, 2441, 2540, 13446, 15025, 15651, 15781, 18288]"
268,36261,27583,"[804, 2145, 4282, 4336, 4526, 4962, 7162, 8378, 8722, 9101, 16612, 16628]"
887,36261,31916,"[1644, 2854, 13697, 13701, 14764, 16471, 16612, 17519, 17569, 17993, 18193, 18218]"
553,36263,33700,"[1528, 2480, 2868, 3023, 3583, 4005, 4069, 4919, 5700, 5706, 6039, 6225, 6230, 7300, 7881, 8056, 8423, 8919, 9387, 9714, 10294, 12116, 12175, 12698, 13495, 14266, 14323, 14408, 14513, 14531, 15008, 15036, 16409, 17096, 17897]"
808,36269,25736,"[949, 1753, 2304, 4891, 5637, 6713, 8134, 9290, 10906, 16260, 17626, 17944, 18106]"
571,36272,38181,"[68, 791, 794, 1467, 2681, 3134, 4915, 8529, 11736, 18092]"
1569,36283,21067,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
3146,36288,30985,"[1326, 3539, 4183, 5575, 7254, 7375, 8225, 8871, 9250, 9520, 9731, 11503, 11522, 12283, 13069, 13728, 13988, 14257, 16235, 16452, 17681]"
1209,36311,24100,"[99, 432, 492, 678, 903, 3086, 3388, 4299, 4769, 4895, 5711, 5882, 6746, 8296, 8442, 8827, 9913, 9948, 10224, 11255, 11743, 12019, 12834, 13700, 14504, 17627, 17832, 17975]"
2745,36319,38767,"[4, 739, 1354, 1432, 1778, 1989, 2599, 3355, 3891, 4221, 4836, 4861, 5183, 5969, 6831, 8753, 9582, 9590, 9819, 12288, 13848, 16600]"
3621,36319,36133,"[488, 491, 642, 2029, 2940, 3145, 4485, 5811, 6143, 10328]"
3197,36320,18794,"[654, 1625, 1749, 3991, 4146, 4186, 4425, 10976, 11917, 12359, 12568, 12687, 13243, 13728, 14703, 15735, 15948, 17113]"
2447,36323,18391,"[8828, 8940, 9991, 12604, 14735, 14764, 15806, 16854, 17162, 17594, 17626, 17683, 18301]"
2309,36330,19827,"[795, 2001, 2050, 2947, 3180, 3417, 3610, 4915, 5306, 5317, 7114, 9097, 9627, 12364, 13544, 17380, 18145]"
2309,36344,31372,"[795, 2001, 2050, 2947, 3180, 3417, 3610, 4915, 5306, 5317, 7114, 9097, 9627, 12364, 13544, 17380, 18145]"
3813,36359,31644,"[1008, 1371, 2552, 2553, 3645, 4474, 5181, 8327, 9234, 9257, 11382, 12825, 15518]"
1168,36368,20324,"[393, 690, 1339, 2063, 2661, 3180, 3393, 5113, 6204, 9005, 9854, 10023, 13217, 13448, 13499, 15653, 15888, 16185, 16905, 16945, 17923]"
2086,36368,30467,"[46, 209, 216, 872, 1910, 3525, 4345, 4400, 7399, 9365, 10524, 12038, 13114, 16360, 16740, 16932, 17537, 18018]"
2197,36368,24521,"[668, 1898, 2271, 2314, 3756, 4324, 4576, 4753, 5238, 5685, 6399, 6423, 6682, 7663, 8351, 8419, 9026, 9070, 9143, 9280, 10379, 10380, 10387, 10388, 10892, 11045, 12309, 12814, 12963, 13004, 13517, 14484, 14586, 14764, 14772, 14932, 15358, 16063, 16064, 16126, 16376, 16766, 16824, 17633, 17789, 17981]"
1899,36370,35496,"[2630, 3784, 5625, 8226, 11063, 12095, 12821, 13529, 14539, 18013]"
1168,36371,31300,"[393, 690, 1339, 2063, 2661, 3180, 3393, 5113, 6204, 9005, 9854, 10023, 13217, 13448, 13499, 15653, 15888, 16185, 16905, 16945, 17923]"
2494,36371,36953,"[2237, 2922, 4720, 5918, 6745, 7503, 8753, 9068, 9549, 11398, 12111, 14778, 14933]"
2086,36371,28095,"[46, 209, 216, 872, 1910, 3525, 4345, 4400, 7399, 9365, 10524, 12038, 13114, 16360, 16740, 16932, 17537, 18018]"
2197,36371,41224,"[668, 1898, 2271, 2314, 3756, 4324, 4576, 4753, 5238, 5685, 6399, 6423, 6682, 7663, 8351, 8419, 9026, 9070, 9143, 9280, 10379, 10380, 10387, 10388, 10892, 11045, 12309, 12814, 12963, 13004, 13517, 14484, 14586, 14764, 14772, 14932, 15358, 16063, 16064, 16126, 16376, 16766, 16824, 17633, 17789, 17981]"
2164,36372,37654,"[265, 1492, 1562, 1596, 1730, 3952, 4340, 5477, 5967, 6111, 7000, 7102, 7103, 8138, 8172, 8481, 8609, 10058, 10802, 11100, 13231, 13468, 13507, 14495, 14498, 15652, 16407]"
1659,36372,28761,"[366, 685, 967, 2304, 2821, 2929, 3922, 4830, 5490, 6049, 10327, 11994, 14637, 16409]"
2283,36372,39531,"[244, 245, 249, 501, 690, 2573, 2582, 2824, 3071, 3592, 3795, 5079, 5452, 5586, 5813, 6183, 6590, 6966, 8225, 8876, 9522, 9567, 9701, 10056, 10144, 10513, 10660, 10764, 10768, 11213, 11214, 11217, 11675, 11934, 11983, 12024, 12504, 13425, 13488, 14014, 14497, 17743]"
484,36374,21194,"[451, 3023, 3387, 3593, 4069, 6129, 6532, 14302, 15475, 17224, 17663, 17664]"
102,36376,34083,"[1256, 1433, 2787, 7909, 9129, 9534, 9832, 11552, 12064, 14769, 15263]"
1653,36389,30790,"[172, 518, 519, 935, 1204, 2201, 4021, 5285, 5287, 5405, 5713, 6487, 6836, 7186, 7921, 8248, 9355, 11133, 11753, 14619, 15336, 15818, 17052]"
3013,36392,25105,"[249, 459, 938, 1151, 3477, 5885, 6672, 7654, 13087, 13205, 17541]"
1172,36394,38635,"[335, 518, 737, 1233, 2127, 3073, 3590, 5098, 5185, 5626, 5841, 6475, 6812, 7493, 8225, 8244, 8369, 9294, 9509, 9546, 9655, 10295, 11050, 12352, 13076, 13154, 13746, 14357, 14656, 15317, 17709]"
3488,36398,38247,"[1600, 2448, 3105, 6208, 7044, 7047, 7623, 8609, 8640, 10385, 11644, 12110, 12296, 13078, 14385, 15774, 17498, 17712]"
647,36399,36222,"[1032, 1439, 2490, 3652, 4888, 4928, 5827, 6012, 7880, 8926, 9431, 9555, 10007, 10134, 10261, 10804, 12040, 12389]"
3490,36399,21774,"[407, 811, 1597, 2778, 3213, 5466, 6742, 6892, 7492, 10108, 11425, 12644, 15916, 16966, 17162, 18077]"
1553,36399,33471,"[4, 37, 41, 366, 628, 851, 1081, 2261, 3970, 4215, 5857, 6525, 6886, 7482, 8812, 8995, 9025, 9398, 10103, 10743, 11160, 11357, 11562, 12111, 12481, 13910, 14883]"
3527,36399,38277,"[501, 859, 2586, 2601, 3375, 3652, 3846, 4124, 4196, 4208, 5093, 5399, 5591, 5610, 5820, 6494, 6912, 7102, 7538, 7893, 8468, 10776, 10843, 11677, 11982, 13106, 16534]"
1454,36399,30096,"[354, 804, 2634, 2787, 2788, 5826, 8400, 9380, 12901, 16204, 17051]"
599,36399,35597,"[50, 203, 469, 806, 1340, 1454, 1669, 2144, 2878, 3471, 3638, 3689, 4069, 4702, 5203, 5283, 6853, 7231, 8010, 8061, 8103, 8147, 8388, 9292, 9633, 10532, 11591]"
3076,36410,27842,"[3488, 4317, 7669, 10623, 11552, 11591, 12594, 13556, 14220, 16124, 16173]"
369,36435,37077,"[233, 291, 507, 797, 1044, 1075, 1486, 3329, 3809, 5048, 5096, 5188, 5392, 7122, 7991, 8501, 9445, 12437, 13013, 14363, 14384, 14720, 15331, 17655]"
35,36438,37588,"[1256, 1302, 1504, 4624, 6200, 6946, 7330, 10103, 11235, 13518, 15518]"
1283,36449,23878,"[2608, 2612, 3554, 4752, 5173, 5311, 5966, 6961, 7321, 9380, 10238, 10425, 14666, 14865, 15136, 16247, 17104]"
268,36452,20975,"[804, 2145, 4282, 4336, 4526, 4962, 7162, 8378, 8722, 9101, 16612, 16628]"
1582,36454,40936,"[9, 366, 674, 736, 883, 1176, 1371, 1394, 1492, 1785, 1846, 1983, 2259, 2277, 2342, 2778, 2922, 2940, 3084, 3444, 3617, 3710, 4160, 4258, 4386, 4418, 4545, 4576, 4657, 4924, 5131, 5297, 5304, 5493, 5756, 5968, 6089, 6108, 6297, 6333, 6408, 6997, 7021, 7025, 7046, 7361, 7399, 7940, 8154, 8264, 8473, 8636, 9063, 9184, 9214, 9223, 9479, 9536, 9697, 10380, 10382, 10384, 10385, 10481, 10614, 10650, 11641, 11745, 12072, 12236, 12240, 12604, 12607, 12714, 12724, 12884, 13882, 13965, 14079, 14385, 14481, 14630, 14631, 14649, 14772, 14932, 16029, 16064, 16066, 16126, 16189, 16645, 16824, 17567, 18095, 18316]"
691,36462,26011,"[306, 737, 805, 872, 1462, 2949, 3144, 3212, 4832, 8558, 9367, 10683, 11280, 11409, 12323, 12591, 13730, 14324, 15892, 16001, 17035, 17423]"
490,36465,19901,"[67, 828, 1547, 2304, 2811, 3109, 3204, 3217, 3768, 3782, 4176, 4187, 4217, 4397, 4808, 4940, 5706, 6143, 7231, 7579, 8657, 8793, 9501, 11971, 13094, 14026, 14286, 14305, 14898, 14919, 15049, 15200, 15423, 15426, 17081, 17649]"
669,36465,34840,"[885, 1976, 2136, 2456, 2815, 4069, 4679, 5634, 5857, 7730, 9780, 11158, 12164, 13485, 14266, 14548]"
2671,36465,28440,"[430, 804, 1283, 1307, 1414, 2259, 2289, 3974, 4546, 5238, 6107, 8633, 10382, 11690, 11939, 12246, 13636, 13796, 14650, 14771, 17746]"
1996,36469,38192,"[18, 58, 162, 171, 177, 187, 253, 355, 635, 1189, 2230, 2375, 2380, 2524, 2546, 2547, 2586, 2628, 2689, 3058, 3059, 3103, 3542, 3548, 3688, 3698, 4089, 4441, 4704, 4744, 5060, 5270, 5828, 6129, 6444, 6802, 6804, 7737, 7776, 7830, 7852, 8167, 8172, 8185, 8188, 8783, 9044, 9736, 9842, 10054, 10241, 10346, 10460, 10478, 10511, 11073, 11143, 11217, 11240, 11313, 11390, 11663, 11965, 12668, 12748, 12973, 13214, 13477, 13504, 13534, 13563, 13805, 13835, 14230, 14233, 14311, 14411, 14416, 14702, 14766, 15021, 15208, 15341, 15700, 16294, 16358, 16369, 16668, 16846, 16967, 17734, 18041]"
783,36469,27242,"[1505, 1601, 3480, 4397, 4743, 5618, 5927, 6672, 6706, 7013, 7103, 8194, 8759, 9582, 10218, 10742, 12306, 13407, 13541, 13606, 13728, 15800, 16668]"
2933,36469,25914,"[434, 819, 2054, 2804, 3209, 3387, 3554, 3792, 4331, 4769, 7028, 7517, 9948, 10673, 13293, 13402, 14373, 14995, 15493, 15711, 16668]"
2935,36469,22311,"[810, 981, 2640, 3353, 4131, 4336, 5800, 6143, 6988, 10872, 13343, 16668]"
1535,36469,23783,"[1462, 2092, 10872, 11413, 15954, 16668, 16726, 16786, 17380, 17648]"
77,36469,28280,"[2285, 2669, 5173, 7413, 9070, 10380, 11428, 11595, 13731, 13875, 16668, 18080]"
3035,36470,24950,"[657, 667, 766, 941, 1097, 1221, 1922, 2135, 2313, 3134, 3450, 3689, 4070, 5269, 6021, 6747, 6821, 7181, 7371, 8389, 9239, 9569, 9863, 12360, 12944, 13431, 14944, 15857, 16162, 16637, 16669]"
2536,36470,32602,"[499, 1785, 3205, 3888, 4005, 4587, 5947, 6361, 6725, 7168, 7781, 9089, 11121, 14036, 14044, 14778, 16669, 17270, 17936]"
3118,36474,41350,"[220, 803, 1371, 1375, 1585, 2005, 2637, 2780, 2824, 3198, 3260, 3636, 3645, 3888, 3889, 3890, 3903, 4039, 4537, 4870, 4975, 5181, 5918, 6327, 6410, 6907, 7023, 8386, 8450, 9479, 9549, 10396, 11121, 11160, 11712, 12555, 13679, 13975, 14260, 14710, 14852, 14962, 15429, 15518, 16070, 16082, 16266, 17789]"
2958,36490,22583,"[3091, 6848, 8338, 11846, 12114, 15528, 15865, 16183, 16341, 16529, 16550]"
2350,36492,24011,"[187, 3213, 4152, 5907, 7470, 7471, 8652, 10476, 11425, 11665, 15479, 15763, 17938]"
1643,36492,29930,"[3214, 3563, 4578, 4765, 5120, 5947, 11193, 14904, 15132, 15995, 16259, 17380, 17630]"
1569,36492,38038,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
553,36501,28272,"[1528, 2480, 2868, 3023, 3583, 4005, 4069, 4919, 5700, 5706, 6039, 6225, 6230, 7300, 7881, 8056, 8423, 8919, 9387, 9714, 10294, 12116, 12175, 12698, 13495, 14266, 14323, 14408, 14513, 14531, 15008, 15036, 16409, 17096, 17897]"
3859,36504,35640,"[472, 622, 2894, 3342, 3814, 8536, 9688, 9954, 13418, 13446, 18291, 18335]"
1569,36505,37966,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
1569,36506,36022,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
1569,36507,39395,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
1643,36508,25067,"[3214, 3563, 4578, 4765, 5120, 5947, 11193, 14904, 15132, 15995, 16259, 17380, 17630]"
2064,36513,25794,"[142, 324, 1171, 1844, 2633, 2786, 2787, 4788, 4914, 5969, 7694, 11026, 11317, 13437, 13934, 14122, 18060]"
863,36530,37314,"[340, 492, 2146, 3753, 5269, 10300, 10750, 11597, 11909, 16182, 16722, 17850, 17944, 18023, 18060, 18092, 18106, 18152, 18153, 18217, 18260, 18322, 18340, 18344, 18347, 18350, 18351, 18355, 18356, 18357]"
3581,36531,31274,"[2032, 3187, 3269, 3691, 3939, 4984, 5037, 5789, 6267, 6451, 6458, 6720, 9283, 10736, 13440, 14764, 15625, 15626, 15927, 16021, 17594, 17958, 17996, 18308]"
863,36531,23535,"[340, 492, 2146, 3753, 5269, 10300, 10750, 11597, 11909, 16182, 16722, 17850, 17944, 18023, 18060, 18092, 18106, 18152, 18153, 18217, 18260, 18322, 18340, 18344, 18347, 18350, 18351, 18355, 18356, 18357]"
2999,36531,36577,"[707, 730, 813, 1114, 1515, 1966, 2441, 2540, 13446, 15025, 15651, 15781, 18288]"
3305,36531,31233,"[1573, 6099, 10404, 10738, 10750, 13038, 13582, 13711, 14936, 17090, 17361, 17938, 18060]"
227,36538,29411,"[46, 324, 667, 767, 1371, 1466, 1530, 1602, 4038, 4553, 4915, 5021, 7175, 7194, 7388, 7492, 7808, 8144, 9059, 9380, 9628, 9991, 10035, 11845, 12553, 13038, 13456, 13581, 13585, 13922, 14504, 14559, 15172, 16168, 16187, 16259, 16652, 17218, 17567, 17593, 17683, 17712, 17882, 17996, 18042, 18081, 18145, 18159, 18161, 18176, 18192, 18195, 18260, 18308, 18309]"
2464,36549,32098,"[2599, 4386, 6618, 7326, 7897, 9089, 10488, 11522, 12726, 14006, 15962, 16168]"
2958,36551,32745,"[3091, 6848, 8338, 11846, 12114, 15528, 15865, 16183, 16341, 16529, 16550]"
1207,36564,39252,"[320, 665, 1045, 1698, 1921, 2634, 2768, 2801, 3197, 4278, 5634, 5862, 5969, 6100, 7065, 7133, 7192, 7945, 8340, 9169, 9451, 9712, 9918, 10182, 10675, 11438, 12771, 15209, 16055, 16168, 16252]"
31,36569,30761,"[162, 1154, 1637, 3054, 3062, 3638, 4069, 5527, 5828, 6550, 7429, 7741, 8359, 11804, 12166, 12881, 15359, 18024]"
2023,36573,31150,"[1375, 1674, 6207, 7579, 8281, 9130, 11383, 13328, 15263, 15891, 16070]"
3203,36588,36310,"[872, 2804, 4665, 7047, 9003, 10183, 10719, 11607, 12271, 13911, 14647, 14934, 16171]"
2056,36590,35707,"[149, 4019, 5331, 5371, 8977, 9743, 10652, 13334, 13335, 13717, 16651]"
2958,36594,34136,"[3091, 6848, 8338, 11846, 12114, 15528, 15865, 16183, 16341, 16529, 16550]"
1717,36606,39192,"[851, 1061, 1077, 1298, 1749, 4780, 5500, 6640, 7137, 8495, 12577, 13373, 14029, 16967]"
2056,36610,28834,"[149, 4019, 5331, 5371, 8977, 9743, 10652, 13334, 13335, 13717, 16651]"
1875,36612,40203,"[56, 330, 668, 736, 843, 1130, 1131, 1371, 1443, 1718, 1720, 1824, 1838, 2120, 2130, 2423, 2424, 2662, 2740, 3198, 3209, 3426, 4282, 4310, 4362, 4515, 4821, 4882, 5138, 5163, 5263, 5305, 5471, 5569, 6077, 6199, 6330, 6451, 6957, 7801, 7859, 7906, 8105, 8819, 9294, 9448, 9491, 9846, 9945, 9959, 10118, 10149, 10193, 10412, 10483, 10743, 11349, 11571, 11789, 11824, 11910, 12099, 12210, 12217, 12421, 12533, 13534, 13543, 13794, 13915, 14004, 14415, 14915, 15016, 15857, 16556, 16820]"
3108,36626,23181,"[1232, 2139, 2160, 2162, 3388, 5634, 8758, 8922, 10188, 15143, 15226, 18186]"
85,36653,32578,"[57, 139, 737, 804, 1345, 1854, 2787, 3627, 4098, 4371, 4592, 5272, 5627, 5969, 6156, 7349, 8856, 10122, 11052, 12340, 12640]"
688,36658,19207,"[794, 1371, 2131, 2947, 3180, 4678, 8921, 9991, 12671, 17380, 17567, 18210]"
1871,36671,36026,"[2008, 3550, 6755, 6896, 10886, 12448, 14818, 15328, 16206, 16562, 17245]"
255,36671,29157,"[224, 245, 249, 501, 1478, 1486, 1494, 2357, 2569, 2866, 2876, 6060, 6245, 6846, 7102, 7506, 8522, 8786, 8966, 9312, 9989, 10454, 10776, 11212, 11217, 11774, 12065, 12160, 12568, 12694]"
3135,36671,36032,"[162, 391, 465, 730, 1138, 1510, 1515, 1518, 1667, 1668, 1669, 1698, 1849, 1852, 1858, 1862, 1863, 1864, 1865, 1915, 2111, 2132, 2148, 2374, 2445, 2450, 2621, 2794, 2914, 3054, 3576, 3650, 3702, 3753, 3755, 3779, 4045, 4515, 4736, 4899, 4931, 5000, 5269, 5294, 5537, 6001, 6021, 6309, 6325, 6492, 6513, 6550, 6558, 6560, 6672, 6679, 6753, 6754, 6821, 6823, 7735, 7737, 9186, 9379, 9406, 9826, 10807, 11302, 11492, 11526, 11628, 11666, 11689, 12042, 12458, 12550, 12567, 12707, 12849, 13081, 13431, 13714, 14065, 14352, 14548, 14617, 15063, 15328, 15505, 15622, 15736, 16168, 16333, 16355, 16572, 16573, 16658, 16663, 16664, 16757, 16764, 16909, 16985, 17173, 17310, 17527, 17617, 17628, 17752, 18004, 18066, 18067, 18082, 18148, 18171]"
3777,36679,19443,"[363, 1054, 1236, 3706, 5518, 6220, 6886, 8930, 11704, 17820]"
1081,36686,39321,"[1405, 3247, 3271, 7259, 7303, 8570, 8745, 9412, 14211, 15056, 16517, 16726]"
1510,36686,35425,"[4379, 7820, 9915, 10494, 12550, 14189, 14192, 14225, 15214, 16726]"
2014,36686,24884,"[635, 1525, 6284, 7055, 8376, 9154, 9235, 9948, 10105, 11061, 16230, 16726, 17181]"
2703,36686,40661,"[706, 1663, 1801, 1948, 2508, 2826, 7168, 8216, 8258, 8294, 8898, 8921, 9040, 9491, 11034, 11233, 13408, 14754, 16272, 16726, 17186]"
3418,36686,18733,"[12, 3394, 4700, 5070, 5186, 5724, 6662, 8676, 8999, 9736, 11632, 11985, 13527, 13604, 15127, 15513, 16231, 16726]"
1535,36686,29993,"[1462, 2092, 10872, 11413, 15954, 16668, 16726, 16786, 17380, 17648]"
2565,36686,40699,"[738, 739, 756, 1342, 2600, 5131, 9239, 9969, 10356, 12421, 15059, 16726, 17677]"
2463,36696,32008,"[366, 1282, 1353, 2073, 2423, 2940, 2959, 8013, 9083, 10514, 11413, 12900, 13630, 14995, 17090]"
1729,36713,21423,"[1004, 1066, 1305, 2576, 2768, 3422, 5466, 7082, 7750, 8394, 8869, 10344, 10660, 10911, 12638, 13649, 14149, 15215, 16833, 17596, 17677]"
1532,36725,30958,"[104, 320, 387, 839, 840, 940, 941, 985, 1525, 1876, 1933, 2224, 2502, 2633, 2796, 3144, 3375, 3387, 3388, 3612, 3795, 3901, 4278, 5276, 5407, 5624, 5798, 5814, 5857, 6239, 6320, 6658, 6821, 6960, 7082, 7295, 7305, 7735, 8183, 8359, 8380, 8522, 8571, 8946, 9251, 9261, 9327, 9491, 9500, 9842, 10054, 10337, 10509, 10675, 11772, 12573, 13468]"
1728,36738,35658,"[1062, 2786, 2787, 4865, 5551, 12604, 13637, 15763, 15806, 16189]"
1178,36738,25604,"[2343, 3054, 3184, 3698, 5527, 6558, 8904, 11063, 13731, 17027]"
1569,36739,39961,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
1400,36740,31946,"[5551, 8724, 15479, 17218, 17699, 17832, 18121, 18181, 18184, 18203, 18291]"
1569,36740,23975,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
3433,36741,22800,"[1416, 1790, 2137, 5337, 7394, 7399, 8753, 9835, 16342, 17746, 17879]"
2524,36752,35632,"[68, 5734, 6712, 6907, 8400, 10799, 10887, 11889, 12288, 12720, 13121, 13485, 13517, 14062, 16021, 16188, 16372, 16420, 17615, 17987, 18023, 18079, 18240]"
2836,36754,38342,"[678, 3069, 3114, 4450, 4672, 4915, 11026, 11582, 13877, 14478, 14955, 14960]"
31,36757,27558,"[162, 1154, 1637, 3054, 3062, 3638, 4069, 5527, 5828, 6550, 7429, 7741, 8359, 11804, 12166, 12881, 15359, 18024]"
405,36768,20288,"[75, 423, 606, 746, 787, 1083, 1644, 2709, 2786, 3905, 5079, 5310, 9991, 10404, 10675, 12129, 13204, 16722, 17683, 17821, 17850, 18156, 18214, 18219, 18228, 18238, 18260, 18272, 18285, 18301, 18322, 18344, 18356]"
3676,36777,34006,"[492, 2637, 8153, 9936, 11763, 16722, 16733, 17738, 18023, 18038, 18262]"
2486,36780,18367,"[1758, 1858, 2424, 2942, 4352, 4632, 4929, 7360, 8535, 9846, 12602, 13447, 15663, 17518]"
2371,36785,28635,"[445, 2832, 4144, 4145, 4787, 5201, 6225, 8161, 8167, 9797, 10264, 10864, 10959, 11209, 12882, 13563, 16322, 16452, 16703, 17206, 17462]"
3701,36789,26968,"[1178, 1602, 1838, 4041, 4537, 5487, 7815, 8115, 9656, 12111, 12163, 12237, 16266]"
2253,36791,20046,"[217, 1351, 1417, 2298, 2599, 5618, 6315, 9582, 9819, 9920, 13507, 14219]"
1644,36791,21265,"[1790, 3402, 4657, 5473, 6767, 16432, 16620, 16681, 16784, 17318]"
2536,36792,38464,"[499, 1785, 3205, 3888, 4005, 4587, 5947, 6361, 6725, 7168, 7781, 9089, 11121, 14036, 14044, 14778, 16669, 17270, 17936]"
1130,36793,22356,"[779, 2441, 3990, 4552, 4899, 5371, 5546, 5856, 6005, 6613, 7168, 7860, 14071, 17200]"
268,36793,19465,"[804, 2145, 4282, 4336, 4526, 4962, 7162, 8378, 8722, 9101, 16612, 16628]"
1644,36793,23364,"[1790, 3402, 4657, 5473, 6767, 16432, 16620, 16681, 16784, 17318]"
1569,36795,25032,"[338, 1652, 2390, 2600, 3277, 4475, 5105, 5970, 6043, 6952, 7263, 7323, 7714, 9272, 9484, 9915, 10224, 11521, 12929, 12933, 13027, 13028, 14122, 14123, 14707, 14871, 14888, 15560, 15779, 16141, 16145, 17224]"
2931,36806,41303,"[6197, 6757, 9057, 10125, 11523, 14122, 14124, 14405, 15279, 16589]"
102,36809,31368,"[1256, 1433, 2787, 7909, 9129, 9534, 9832, 11552, 12064, 14769, 15263]"
1728,36813,20824,"[1062, 2786, 2787, 4865, 5551, 12604, 13637, 15763, 15806, 16189]"
899,36818,35600,"[4787, 7157, 8586, 9172, 10427, 10548, 11703, 12105, 15553, 15857]"
